Response_ID,Respondent_ID,Consume_frequency,Consume_time,Consume_reason,Heard_before,Brand_perception,General_perception,Tried_before,Taste_experience,Reasons_preventing_trying,Current_brands,Reasons_for_choosing_brands,Improvements_desired,Ingredients_expected,Health_concerns,Interest_in_natural_or_organic,Marketing_channels,Packaging_preference,Limited_edition_packaging,Price_range,Purchase_location,Typical_consumption_situations
107256,124286,Rarely,To stay awake during work/study,To enhance sports performance,No,Neutral,Effective,Yes,3,Other,Cola-Coka,Availability,Reduced sugar content,Vitamins,Yes,No,Other,Innovative bottle design,Yes,100-150,Online retailers,Sports/exercise
107257,124287,2-3 times a week,Before exercise,Increased energy and focus,No,Negative,Effective,No,4,Unfamiliar with the brand,Cola-Coka,Brand reputation,Other,Caffeine,Yes,Not Sure,TV commercials,Innovative bottle design,No,50-99,Online retailers,Studying/working late
107262,124292,Once a week,Before exercise,To enhance sports performance,No,Positive,Effective,No,3,Other,Bepsi,Brand reputation,Reduced sugar content,Guarana,Yes,Yes,Online ads,Compact and portable cans,Yes,50-99,Online retailers,Studying/working late
107264,124294,2-3 times a week,For mental alertness,To boost performance,No,Neutral,Not sure,No,5,Not interested in energy drinks,Cola-Coka,Taste/flavor preference,Healthier alternatives,Sugar,No,Yes,Online ads,Compact and portable cans,Not Sure,Above 150,Supermarkets,Sports/exercise
107269,124299,2-3 times a week,To stay awake during work/study,To boost performance,No,Neutral,Dangerous,Yes,4,Unfamiliar with the brand,Cola-Coka,Other,More natural ingredients,Sugar,No,Not Sure,Other,Innovative bottle design,No,50-99,Online retailers,Sports/exercise
107270,124300,2-3 times a week,Before exercise,Increased energy and focus,No,Negative,Healthy,Yes,4,Health concerns,Cola-Coka,Taste/flavor preference,Other,Caffeine,Yes,Yes,Online ads,Compact and portable cans,No,50-99,Online retailers,Social outings/parties
107271,124301,Daily,Before exercise,Increased energy and focus,No,Neutral,Effective,Yes,4,Not interested in energy drinks,Bepsi,Brand reputation,More natural ingredients,Guarana,Yes,No,Online ads,Innovative bottle design,No,50-99,Supermarkets,Sports/exercise
107273,124303,2-3 times a week,For mental alertness,Increased energy and focus,Yes,Positive,Effective,No,4,Unfamiliar with the brand,Cola-Coka,Availability,Wider range of flavors,Caffeine,Yes,Yes,Outdoor billboards,Compact and portable cans,No,100-150,Gyms and fitness centers,Social outings/parties
107274,124304,2-3 times a week,Before exercise,To combat fatigue,No,Neutral,Not sure,Yes,3,Not interested in energy drinks,Cola-Coka,Brand reputation,More natural ingredients,Caffeine,Yes,No,Online ads,Innovative bottle design,No,50-99,Supermarkets,Sports/exercise
107276,124306,2-3 times a week,To stay awake during work/study,To boost performance,No,Neutral,Effective,Yes,3,Not available locally,Bepsi,Brand reputation,Reduced sugar content,Caffeine,Yes,No,Outdoor billboards,Compact and portable cans,No,Below 50,Supermarkets,Sports/exercise
107277,124307,2-3 times a week,Throughout the day,Increased energy and focus,Yes,Positive,Effective,No,2,Health concerns,Cola-Coka,Brand reputation,More natural ingredients,Vitamins,Yes,No,TV commercials,Innovative bottle design,No,100-150,Supermarkets,Sports/exercise
107278,124308,Once a week,To stay awake during work/study,Other,No,Neutral,Effective,Yes,4,Unfamiliar with the brand,Cola-Coka,Effectiveness,Reduced sugar content,Guarana,Yes,Not Sure,Online ads,Eco-friendly design,No,100-150,Supermarkets,Social outings/parties
107279,124309,2-3 times a week,Throughout the day,Increased energy and focus,No,Neutral,Not sure,No,4,Unfamiliar with the brand,Cola-Coka,Taste/flavor preference,Other,Caffeine,Yes,No,Print media,Innovative bottle design,No,Above 150,Gyms and fitness centers,Social outings/parties
107280,124310,Daily,To stay awake during work/study,To combat fatigue,Yes,Positive,Not sure,Yes,4,Unfamiliar with the brand,Cola-Coka,Taste/flavor preference,More natural ingredients,Caffeine,Yes,Yes,Online ads,Innovative bottle design,No,100-150,Supermarkets,Studying/working late
107281,124311,2-3 times a month,To stay awake during work/study,To enhance sports performance,No,Neutral,Dangerous,Yes,3,Not available locally,Cola-Coka,Brand reputation,Reduced sugar content,Sugar,Yes,No,Online ads,Compact and portable cans,No,50-99,Supermarkets,Sports/exercise
107282,124312,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Positive,Healthy,Yes,4,Not interested in energy drinks,Cola-Coka,Other,Healthier alternatives,Vitamins,Yes,Yes,Outdoor billboards,Compact and portable cans,Not Sure,100-150,Supermarkets,Driving/commuting
107283,124313,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Positive,Effective,No,4,Health concerns,Cola-Coka,Taste/flavor preference,Reduced sugar content,Caffeine,Yes,Yes,Online ads,Compact and portable cans,Not Sure,Above 150,Online retailers,Sports/exercise
107284,124314,Daily,For mental alertness,Increased energy and focus,No,Neutral,Effective,No,4,Other,Cola-Coka,Taste/flavor preference,Reduced sugar content,Caffeine,Yes,No,TV commercials,Innovative bottle design,Yes,50-99,Supermarkets,Studying/working late
107285,124315,2-3 times a week,For mental alertness,Increased energy and focus,Yes,Neutral,Healthy,No,3,Not available locally,Cola-Coka,Taste/flavor preference,Healthier alternatives,Vitamins,No,Yes,TV commercials,Innovative bottle design,Yes,50-99,Online retailers,Studying/working late
107286,124316,2-3 times a week,Throughout the day,Increased energy and focus,No,Positive,Not sure,No,5,Not interested in energy drinks,Cola-Coka,Other,Healthier alternatives,Sugar,Yes,No,Online ads,Collectible packaging,Yes,Above 150,Supermarkets,Studying/working late
107287,124317,Rarely,For mental alertness,To enhance sports performance,No,Neutral,Effective,No,4,Not available locally,Cola-Coka,Brand reputation,Other,Caffeine,No,Yes,Outdoor billboards,Compact and portable cans,No,50-99,Supermarkets,Studying/working late
107288,124318,2-3 times a week,To stay awake during work/study,Other,No,Positive,Healthy,Yes,3,Not available locally,Cola-Coka,Other,Reduced sugar content,Guarana,Yes,Yes,Online ads,Innovative bottle design,No,50-99,Other,Social outings/parties
107290,124320,Rarely,Throughout the day,To enhance sports performance,Yes,Neutral,Healthy,No,5,Not interested in energy drinks,Bepsi,Brand reputation,More natural ingredients,Vitamins,Yes,No,Online ads,Eco-friendly design,No,50-99,Other,Studying/working late
107291,124321,2-3 times a week,To stay awake during work/study,To combat fatigue,Yes,Neutral,Healthy,Yes,4,Unfamiliar with the brand,Cola-Coka,Other,Reduced sugar content,Vitamins,Yes,Not Sure,Online ads,Innovative bottle design,No,50-99,Other,Studying/working late
107293,124323,Daily,Before exercise,To enhance sports performance,No,Neutral,Dangerous,Yes,3,Unfamiliar with the brand,Bepsi,Brand reputation,Reduced sugar content,Caffeine,Yes,Yes,Online ads,Eco-friendly design,No,100-150,Gyms and fitness centers,Driving/commuting
107294,124324,2-3 times a week,Before exercise,Increased energy and focus,No,Positive,Effective,Yes,1,Other,Cola-Coka,Brand reputation,Other,Vitamins,Yes,Yes,Online ads,Innovative bottle design,No,50-99,Online retailers,Studying/working late
107296,124326,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Not sure,Yes,3,Health concerns,Cola-Coka,Taste/flavor preference,More natural ingredients,Caffeine,Yes,No,Online ads,Innovative bottle design,Not Sure,50-99,Supermarkets,Studying/working late
107297,124327,Once a week,To stay awake during work/study,Other,No,Positive,Dangerous,No,2,Health concerns,Bepsi,Other,Healthier alternatives,Caffeine,Yes,Not Sure,TV commercials,Compact and portable cans,Not Sure,Below 50,Online retailers,Sports/exercise
107303,124333,2-3 times a month,Before exercise,Other,Yes,Neutral,Dangerous,No,3,Not available locally,Bepsi,Availability,Other,Caffeine,Yes,Yes,Online ads,Innovative bottle design,No,100-150,Gyms and fitness centers,Studying/working late
107305,124335,2-3 times a month,Before exercise,To combat fatigue,Yes,Neutral,Effective,No,3,Other,Cola-Coka,Brand reputation,More natural ingredients,Caffeine,No,Yes,Other,Compact and portable cans,No,Above 150,Other,Driving/commuting
107307,124337,Rarely,To stay awake during work/study,Increased energy and focus,No,Negative,Healthy,Yes,1,Other,Bepsi,Availability,Wider range of flavors,Caffeine,Yes,Not Sure,TV commercials,Compact and portable cans,No,100-150,Supermarkets,Studying/working late
107308,124338,Once a week,Throughout the day,To boost performance,No,Positive,Healthy,No,5,Health concerns,Cola-Coka,Taste/flavor preference,Healthier alternatives,Sugar,Yes,No,TV commercials,Eco-friendly design,Not Sure,50-99,Gyms and fitness centers,Studying/working late
107310,124340,2-3 times a week,Before exercise,To enhance sports performance,No,Positive,Effective,No,3,Not available locally,Bepsi,Effectiveness,Healthier alternatives,Caffeine,No,Yes,Outdoor billboards,Compact and portable cans,No,100-150,Local stores,Social outings/parties
107311,124341,Once a week,For mental alertness,Increased energy and focus,Yes,Positive,Not sure,Yes,5,Not interested in energy drinks,Cola-Coka,Other,Wider range of flavors,Sugar,No,No,Online ads,Compact and portable cans,No,50-99,Supermarkets,Studying/working late
107319,124349,Rarely,To stay awake during work/study,To combat fatigue,Yes,Negative,Healthy,No,5,Not interested in energy drinks,Cola-Coka,Availability,Reduced sugar content,Vitamins,Yes,Yes,Online ads,Compact and portable cans,No,50-99,Online retailers,Sports/exercise
107320,124350,Once a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Healthy,No,1,Unfamiliar with the brand,Cola-Coka,Availability,Other,Caffeine,No,Yes,TV commercials,Compact and portable cans,Yes,100-150,Supermarkets,Studying/working late
107327,124357,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Positive,Healthy,No,5,Not available locally,Cola-Coka,Availability,Reduced sugar content,Guarana,Yes,Yes,Online ads,Compact and portable cans,No,100-150,Supermarkets,Driving/commuting
107328,124358,2-3 times a week,Before exercise,Increased energy and focus,Yes,Negative,Effective,Yes,1,Not available locally,Cola-Coka,Brand reputation,Healthier alternatives,Caffeine,Yes,Not Sure,TV commercials,Compact and portable cans,Yes,Above 150,Gyms and fitness centers,Studying/working late
107329,124359,Once a week,Before exercise,To combat fatigue,No,Neutral,Healthy,Yes,2,Not available locally,Bepsi,Effectiveness,Reduced sugar content,Vitamins,No,No,Online ads,Innovative bottle design,Not Sure,Above 150,Supermarkets,Sports/exercise
107331,124361,Once a week,To stay awake during work/study,To combat fatigue,Yes,Negative,Dangerous,No,3,Not available locally,Bepsi,Availability,More natural ingredients,Sugar,No,No,Online ads,Compact and portable cans,No,100-150,Supermarkets,Sports/exercise
107332,124362,Rarely,To stay awake during work/study,To combat fatigue,Yes,Neutral,Not sure,Yes,3,Other,Bepsi,Brand reputation,More natural ingredients,Vitamins,Yes,Yes,Online ads,Eco-friendly design,Yes,50-99,Gyms and fitness centers,Sports/exercise
107336,124366,Rarely,Before exercise,Other,No,Neutral,Dangerous,No,3,Not interested in energy drinks,Cola-Coka,Taste/flavor preference,Healthier alternatives,Caffeine,No,No,Online ads,Compact and portable cans,Yes,50-99,Other,Studying/working late
107337,124367,Once a week,To stay awake during work/study,To boost performance,No,Neutral,Not sure,No,3,Not interested in energy drinks,Bepsi,Brand reputation,Reduced sugar content,Guarana,No,Yes,Online ads,Innovative bottle design,Yes,100-150,Supermarkets,Sports/exercise
107340,124370,Rarely,Before exercise,Other,No,Neutral,Healthy,No,3,Not available locally,Bepsi,Taste/flavor preference,Other,Vitamins,No,Yes,TV commercials,Collectible packaging,No,100-150,Online retailers,Sports/exercise
107342,124372,Daily,Before exercise,Increased energy and focus,No,Positive,Effective,No,3,Health concerns,Cola-Coka,Availability,Reduced sugar content,Caffeine,No,Yes,TV commercials,Innovative bottle design,Yes,50-99,Online retailers,Sports/exercise
107344,124374,2-3 times a week,For mental alertness,To combat fatigue,No,Neutral,Not sure,No,4,Not available locally,Bepsi,Brand reputation,Reduced sugar content,Vitamins,No,No,Online ads,Innovative bottle design,Not Sure,100-150,Supermarkets,Studying/working late
107346,124376,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Negative,Healthy,Yes,4,Not interested in energy drinks,Cola-Coka,Taste/flavor preference,Wider range of flavors,Sugar,No,Yes,Online ads,Collectible packaging,Yes,100-150,Supermarkets,Sports/exercise
107349,124379,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Neutral,Dangerous,Yes,5,Not available locally,Bepsi,Other,Healthier alternatives,Caffeine,Yes,No,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Driving/commuting
107351,124381,Rarely,Throughout the day,Increased energy and focus,Yes,Neutral,Dangerous,Yes,4,Other,Bepsi,Other,Wider range of flavors,Vitamins,No,Yes,Other,Compact and portable cans,No,50-99,Online retailers,Sports/exercise
107352,124382,Rarely,For mental alertness,To enhance sports performance,Yes,Positive,Dangerous,Yes,2,Unfamiliar with the brand,Cola-Coka,Availability,Healthier alternatives,Caffeine,Yes,Yes,TV commercials,Innovative bottle design,Not Sure,100-150,Gyms and fitness centers,Studying/working late
107353,124383,2-3 times a week,To stay awake during work/study,To boost performance,Yes,Negative,Effective,No,3,Health concerns,Bepsi,Other,Reduced sugar content,Caffeine,No,No,Online ads,Eco-friendly design,No,50-99,Local stores,Sports/exercise
107354,124384,2-3 times a month,Before exercise,To combat fatigue,No,Neutral,Effective,No,4,Unfamiliar with the brand,Cola-Coka,Availability,Reduced sugar content,Caffeine,Yes,Yes,Outdoor billboards,Compact and portable cans,No,Above 150,Local stores,Sports/exercise
107356,124386,Once a week,For mental alertness,To boost performance,No,Neutral,Effective,No,3,Health concerns,Bepsi,Effectiveness,Wider range of flavors,Sugar,No,Yes,TV commercials,Eco-friendly design,Not Sure,50-99,Supermarkets,Sports/exercise
107358,124388,Rarely,For mental alertness,To enhance sports performance,No,Negative,Dangerous,No,3,Not available locally,Cola-Coka,Availability,Wider range of flavors,Caffeine,No,Not Sure,TV commercials,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late
107360,124390,2-3 times a week,Before exercise,To enhance sports performance,No,Positive,Effective,Yes,4,Other,Cola-Coka,Taste/flavor preference,More natural ingredients,Vitamins,Yes,Yes,TV commercials,Innovative bottle design,Not Sure,100-150,Online retailers,Social outings/parties
107362,124392,Rarely,For mental alertness,To enhance sports performance,No,Neutral,Not sure,No,3,Health concerns,Cola-Coka,Effectiveness,Healthier alternatives,Caffeine,Yes,Not Sure,TV commercials,Eco-friendly design,Not Sure,50-99,Online retailers,Sports/exercise
107365,124395,Daily,Before exercise,To boost performance,No,Negative,Dangerous,No,5,Other,Cola-Coka,Taste/flavor preference,Reduced sugar content,Vitamins,No,No,TV commercials,Compact and portable cans,Yes,100-150,Supermarkets,Sports/exercise
107366,124396,Daily,To stay awake during work/study,To enhance sports performance,No,Negative,Effective,Yes,5,Other,Bepsi,Brand reputation,Reduced sugar content,Caffeine,No,Yes,Outdoor billboards,Collectible packaging,Not Sure,100-150,Supermarkets,Studying/working late
107370,124400,2-3 times a month,Before exercise,To combat fatigue,No,Neutral,Effective,Yes,2,Not interested in energy drinks,Bepsi,Brand reputation,Reduced sugar content,Sugar,No,Yes,Other,Compact and portable cans,No,50-99,Online retailers,Sports/exercise
